id_pobytu	data_przyjazdu	data_wyjazdu	nr_dowodu	nr_pokoju
579	2022-07-30	2022-07-31	CNW831746	317
580	2022-07-30	2022-08-01	STM421808	420
581	2022-07-30	2022-07-31	JGM504910	507
582	2022-07-30	2022-07-31	RNG257822	106
583	2022-07-30	2022-07-31	ICE575666	209
584	2022-07-30	2022-07-31	SZH652130	510
585	2022-07-30	2022-07-31	LRH249243	409
586	2022-07-30	2022-08-02	PNW585680	501
587	2022-07-30	2022-07-31	ENJ374865	217
588	2022-07-30	2022-08-01	BLP133931	313
589	2022-07-30	2022-08-01	CNB608234	407
590	2022-07-30	2022-07-31	RKW124197	218
591	2022-07-31	2022-08-03	NRU104496	503
592	2022-07-31	2022-08-01	LRA211005	311
593	2022-07-31	2022-08-01	DKU640593	220
594	2022-07-31	2022-08-01	EYD791158	110
595	2022-07-31	2022-08-01	ACB892867	401
596	2022-07-31	2022-08-01	LRM698244	213
597	2022-07-31	2022-08-01	MDU264944	301
598	2022-07-31	2022-08-01	EDJ564662	201
599	2022-07-31	2022-08-01	AMD206704	302
600	2022-07-31	2022-08-01	NRR382478	303
601	2022-07-31	2022-08-01	KAT874826	415
602	2022-07-31	2022-08-01	COA220333	403
603	2022-07-31	2022-08-01	NRX509087	219
604	2022-07-31	2022-08-01	LMD975247	206
605	2022-07-31	2022-08-01	OAK669674	101
606	2022-07-31	2022-08-02	AKE703562	315
607	2022-07-31	2022-08-01	BRB662832	308
608	2022-07-31	2022-08-01	NBK531237	413
609	2022-07-31	2022-08-01	ANH308609	107
610	2022-07-31	2022-08-02	ADT228900	202
611	2022-07-31	2022-08-01	IGZ553587	204
612	2022-07-31	2022-08-01	LRE374319	106
613	2022-07-31	2022-08-01	CMH328081	408
614	2022-07-31	2022-08-01	ENM468972	108
615	2022-07-31	2022-08-01	DNH167930	507
616	2022-07-31	2022-08-01	SZD760152	209
617	2022-07-31	2022-08-01	RRJ398527	410
618	2022-07-31	2022-08-02	RCD122609	506
619	2022-07-31	2022-08-01	ALD140562	116
620	2022-07-31	2022-08-01	AGW642693	113
621	2022-07-31	2022-08-02	KWK958050	502
622	2022-07-31	2022-08-01	SNC354207	203
623	2022-08-01	2022-08-02	ADC445140	102
624	2022-08-01	2022-08-02	NCM689382	208
625	2022-08-01	2022-08-03	SIS395155	504
626	2022-08-01	2022-08-02	GNM678315	405
627	2022-08-01	2022-08-02	RND543878	104
628	2022-08-01	2022-08-02	EAU333938	103
629	2022-08-01	2022-08-02	IRJ743905	420
630	2022-08-01	2022-08-02	RYB976917	417
631	2022-08-01	2022-08-02	LMK150795	210
632	2022-08-01	2022-08-03	TRD149814	216
633	2022-08-01	2022-08-02	RMK774243	306
634	2022-08-01	2022-08-02	WOR834088	115
635	2022-08-01	2022-08-02	SRJ380030	401
636	2022-08-01	2022-08-03	CNM542367	407
637	2022-08-01	2022-08-02	UZW764717	117
638	2022-08-02	2022-08-03	EAB565465	317
639	2022-08-02	2022-08-03	ARA862039	207
640	2022-08-02	2022-08-03	CNE544676	416
641	2022-08-02	2022-08-05	ODB538567	414
642	2022-08-02	2022-08-03	OZR230478	508
643	2022-08-03	2022-08-04	EGM129288	213
644	2022-08-04	2022-08-05	LKK542319	201
645	2022-08-04	2022-08-07	OFW124955	211
646	2022-08-05	2022-08-06	LGE794849	114
647	2022-08-05	2022-08-06	ZCD602175	404
648	2022-08-05	2022-08-06	KLF735943	205
649	2022-08-05	2022-08-07	LME446776	312
650	2022-08-05	2022-08-06	KLS689304	118
651	2022-08-05	2022-08-06	STP195612	320
652	2022-08-05	2022-08-06	LKP438176	105
653	2022-08-05	2022-08-06	RLM713217	509
654	2022-08-05	2022-08-06	LRS759564	212
655	2022-08-05	2022-08-09	OTK325652	218
656	2022-08-05	2022-08-06	RNW227917	215
657	2022-08-05	2022-08-08	WFH560860	418
658	2022-08-05	2022-08-06	RIG854360	220
659	2022-08-05	2022-08-06	ENC548039	402
660	2022-08-05	2022-08-06	ORS205775	214
661	2022-08-05	2022-08-06	LNK924826	110
662	2022-08-05	2022-08-07	BKA599585	301
663	2022-08-06	2022-08-07	KLH143380	109
664	2022-08-06	2022-08-07	NAD322028	510
665	2022-08-06	2022-08-07	TMW589808	501
666	2022-08-06	2022-08-07	SKG991730	314
667	2022-08-06	2022-08-07	AZM441602	311
668	2022-08-06	2022-08-07	DNB709477	307
669	2022-08-06	2022-08-07	RZK588366	217
670	2022-08-06	2022-08-07	ZKK174835	318
671	2022-08-06	2022-08-07	JRA585894	412
672	2022-08-06	2022-08-07	WTB539123	111
673	2022-08-06	2022-08-07	CNB289398	305
674	2022-08-06	2022-08-08	OZM653400	406
675	2022-08-06	2022-08-08	ZWB583579	102
676	2022-08-06	2022-08-08	ZCX143126	505
677	2022-08-06	2022-08-08	BRK348644	112
678	2022-08-06	2022-08-08	WNK453188	120
679	2022-08-06	2022-08-07	SBW714055	419
680	2022-08-06	2022-08-09	BLR832522	302
681	2022-08-06	2022-08-07	JJA406607	310
682	2022-08-07	2022-08-08	RCP757375	310
683	2022-08-07	2022-08-08	PIB823840	313
684	2022-08-07	2022-08-08	DOD512683	214
685	2022-08-07	2022-08-08	GNH651812	320
686	2022-08-07	2022-08-08	LEW271236	309
687	2022-08-07	2022-08-08	IZS508691	306
688	2022-08-07	2022-08-08	JRU148841	114
689	2022-08-07	2022-08-08	KWC365202	211
690	2022-08-07	2022-08-09	RCU712132	317
691	2022-08-07	2022-08-08	SEM640686	209
692	2022-08-07	2022-08-10	ENW161435	305
693	2022-08-07	2022-08-09	TGC743947	113
694	2022-08-07	2022-08-08	DND601846	104
695	2022-08-08	2022-08-09	AZP120173	109
696	2022-08-08	2022-08-09	MOW573734	212
697	2022-08-08	2022-08-09	LRB778048	110
698	2022-08-08	2022-08-09	WOA600490	308
699	2022-08-08	2022-08-09	OCR933492	216
700	2022-08-08	2022-08-09	ZOE487456	408
701	2022-08-08	2022-08-09	JRS460017	219
702	2022-08-08	2022-08-09	EFM850438	115
703	2022-08-08	2022-08-10	CRX541049	301
704	2022-08-08	2022-08-09	EKD802545	415
705	2022-08-08	2022-08-10	JAF111211	402
706	2022-08-08	2022-08-09	RZJ613946	111
707	2022-08-08	2022-08-11	NZH105913	307
708	2022-08-08	2022-08-12	EKS474398	207
709	2022-08-08	2022-08-09	GZH468077	203
710	2022-08-08	2022-08-09	WGC657062	105
711	2022-08-08	2022-08-09	LZF182009	310
712	2022-08-08	2022-08-09	NCC661466	202
713	2022-08-08	2022-08-13	IAM350343	416
714	2022-08-09	2022-08-10	OBR535752	312
715	2022-08-09	2022-08-10	PMS940809	108
716	2022-08-09	2022-08-10	MRF369007	117
717	2022-08-09	2022-08-10	GAP884529	404
718	2022-08-09	2022-08-10	RAS236871	206
719	2022-08-09	2022-08-10	LAM442934	118
720	2022-08-09	2022-08-10	KCD664951	304
721	2022-08-09	2022-08-13	ECH159752	413
722	2022-08-09	2022-08-10	NGS627376	311
723	2022-08-09	2022-08-10	RBG104837	405
724	2022-08-09	2022-08-10	WTJ182049	417
725	2022-08-09	2022-08-10	YCT199664	101
726	2022-08-09	2022-08-10	ITK752384	313
727	2022-08-09	2022-08-10	RNR289601	201
728	2022-08-09	2022-08-12	ERG247179	106
729	2022-08-09	2022-08-10	CAE208057	419
730	2022-08-09	2022-08-11	ARE827054	318
731	2022-08-09	2022-08-10	ACW464933	407
732	2022-08-09	2022-08-10	AWD873194	410
733	2022-08-09	2022-08-10	ETT310415	303
734	2022-08-09	2022-08-11	OYE669390	119
735	2022-08-09	2022-08-10	RNM806180	406
736	2022-08-09	2022-08-10	RGD616350	412
737	2022-08-09	2022-08-10	GRH913966	403
738	2022-08-10	2022-08-11	SCC775412	409
739	2022-08-10	2022-08-11	RNS754184	302
740	2022-08-10	2022-08-11	SMK448208	217
741	2022-08-10	2022-08-11	YDX698016	112
742	2022-08-10	2022-08-11	UMD255019	314
743	2022-08-10	2022-08-11	ERZ333137	205
744	2022-08-10	2022-08-11	BWM720022	505
745	2022-08-10	2022-08-11	MOH975962	414
746	2022-08-10	2022-08-11	DES604776	220
747	2022-08-10	2022-08-12	CWE936540	316
748	2022-08-10	2022-08-11	KRC827335	215
749	2022-08-10	2022-08-11	LTA696511	107
750	2022-08-10	2022-08-12	RNC522706	120
751	2022-08-10	2022-08-11	ETG996216	204
752	2022-08-10	2022-08-11	RWD694777	102
753	2022-08-10	2022-08-11	KRD736739	103
754	2022-08-10	2022-08-12	OAB835702	218
755	2022-08-10	2022-08-11	SOC930382	411
756	2022-08-10	2022-08-11	JOC683059	208
757	2022-08-10	2022-08-11	ZCP317779	418
758	2022-08-11	2022-08-12	CAW778777	401
759	2022-08-11	2022-08-12	SZD605522	213
760	2022-08-11	2022-08-12	RAT383412	116
761	2022-08-11	2022-08-12	SKW695890	420
762	2022-08-11	2022-08-12	LKK704580	210
763	2022-08-11	2022-08-12	ZKK376476	315
764	2022-08-11	2022-08-12	ZDJ606596	319
765	2022-08-11	2022-08-12	CAA216727	403
766	2022-08-11	2022-08-12	EAP109389	313
767	2022-08-11	2022-08-13	SKE876070	104
768	2022-08-11	2022-08-12	EAW243290	114
769	2022-08-11	2022-08-12	SND420460	103
770	2022-08-11	2022-08-14	YCF207355	418
771	2022-08-11	2022-08-12	AWG102489	118
772	2022-08-12	2022-08-13	MER148837	208
773	2022-08-12	2022-08-13	MSS721093	216
774	2022-08-12	2022-08-13	OBH109787	414
775	2022-08-12	2022-08-13	DWG351339	405
776	2022-08-12	2022-08-13	JTJ540833	309
777	2022-08-12	2022-08-13	LCK883310	401
778	2022-08-12	2022-08-13	CCW466888	419
779	2022-08-12	2022-08-13	RZS222173	209
780	2022-08-12	2022-08-13	EEE940235	201
781	2022-08-12	2022-08-13	JZK824959	404
782	2022-08-12	2022-08-16	SMC138367	314
783	2022-08-12	2022-08-13	CCW216013	108
784	2022-08-12	2022-08-13	CCW781151	308
785	2022-08-12	2022-08-13	EDA946558	107
786	2022-08-12	2022-08-13	WNC451331	202
787	2022-08-12	2022-08-13	UYW535472	415
788	2022-08-12	2022-08-14	OJW146495	402
789	2022-08-12	2022-08-15	OIT932704	406
790	2022-08-12	2022-08-14	ZNS756264	310
791	2022-08-12	2022-08-13	DZB598447	105
792	2022-08-12	2022-08-13	OBH310812	311
793	2022-08-13	2022-08-14	LGF626328	306
794	2022-08-13	2022-08-14	SOM831460	416
795	2022-08-13	2022-08-14	ZCR184614	207
796	2022-08-13	2022-08-14	DAS757969	116
797	2022-08-13	2022-08-14	INR513643	410
798	2022-08-13	2022-08-14	YNS984314	117
799	2022-08-13	2022-08-14	ZZG126863	203
800	2022-08-13	2022-08-14	LLK235742	305
801	2022-08-13	2022-08-14	ATP151613	417
802	2022-08-13	2022-08-14	NKF274491	307
803	2022-08-13	2022-08-14	UCW965716	204
804	2022-08-13	2022-08-14	RUD677291	412
805	2022-08-13	2022-08-14	LRC327622	120
806	2022-08-13	2022-08-14	KCE142262	304
807	2022-08-13	2022-08-14	WTX332002	110
808	2022-08-13	2022-08-14	HKC495112	211
809	2022-08-13	2022-08-14	BCS506328	215
810	2022-08-13	2022-08-14	RED349682	112
811	2022-08-13	2022-08-14	WCM418622	102
812	2022-08-13	2022-08-14	SNF152518	312
813	2022-08-13	2022-08-14	DCH881398	214
814	2022-08-13	2022-08-14	KKA225760	206
815	2022-08-14	2022-08-15	ORM915203	119
816	2022-08-14	2022-08-15	RNA995125	109
817	2022-08-14	2022-08-15	CUS220377	409
818	2022-08-14	2022-08-15	LNE835078	212
819	2022-08-14	2022-08-15	TAE764889	106
820	2022-08-14	2022-08-15	YKW809494	101
821	2022-08-14	2022-08-15	EGA840950	420
822	2022-08-14	2022-08-16	ANS205833	210
823	2022-08-14	2022-08-15	EKJ132667	410
824	2022-08-14	2022-08-16	JTE467625	411
825	2022-08-14	2022-08-15	RFX666397	315
826	2022-08-14	2022-08-16	RLK852394	113
827	2022-08-14	2022-08-19	WKM558307	407
828	2022-08-15	2022-08-16	TRW192264	413
829	2022-08-15	2022-08-16	UMA338977	115
830	2022-08-15	2022-08-16	RNK542437	408
831	2022-08-14	2022-08-19	KTK945204	213
832	2022-08-15	2022-08-16	CBS533238	205
833	2022-08-15	2022-08-16	CTT337581	505
834	2022-08-15	2022-08-16	WWS867410	118
835	2022-08-16	2022-08-19	PND719903	315
836	2022-08-16	2022-08-19	ZNJ707704	209
837	2022-08-16	2022-08-17	BRH740956	411
838	2022-08-16	2022-08-17	ONC804767	105
839	2022-08-16	2022-08-17	CTW956680	120
840	2022-08-16	2022-08-17	EGK457390	405
841	2022-08-16	2022-08-22	SCM827327	307
842	2022-08-16	2022-08-17	IAW575706	319
843	2022-08-16	2022-08-18	JMD626914	106
844	2022-08-16	2022-08-17	ACD504348	303
845	2022-08-16	2022-08-19	OGG598700	302
846	2022-08-16	2022-08-17	RRA325858	115
847	2022-08-16	2022-08-17	LKJ964155	102
848	2022-08-17	2022-08-18	LAA703384	314
849	2022-08-17	2022-08-18	OPD420628	312
850	2022-08-17	2022-08-18	EGJ400397	204
851	2022-08-17	2022-08-18	OTC251529	206
852	2022-08-17	2022-08-19	ANK629527	415
853	2022-08-17	2022-08-18	ICH648336	220
854	2022-08-17	2022-08-18	JNC170163	418
855	2022-08-17	2022-08-20	RLD637163	309
856	2022-08-17	2022-08-18	CKU965761	318
857	2022-08-17	2022-08-18	WTC860360	112
858	2022-08-18	2022-08-19	OTA219926	205
859	2022-08-18	2022-08-19	JCS272810	107
860	2022-08-18	2022-08-19	PAB977065	101
861	2022-08-18	2022-08-19	DZE415897	216
862	2022-08-18	2022-08-19	PNS219227	104
863	2022-08-18	2022-08-19	NRU283449	108
864	2022-08-18	2022-08-19	HCS812099	202
865	2022-08-18	2022-08-21	NWT455912	215
866	2022-08-18	2022-08-19	WUC331756	119
867	2022-08-18	2022-08-20	CRG324398	207
868	2022-08-18	2022-08-19	IRC248709	306
869	2022-08-18	2022-08-19	OWD210571	116
870	2022-08-18	2022-08-19	JRD545353	408
871	2022-08-18	2022-08-21	OTH903193	403
872	2022-08-18	2022-08-19	NTR753484	310
873	2022-08-18	2022-08-19	IZA401141	219
874	2022-08-18	2022-08-19	LWW790497	317
875	2022-08-18	2022-08-19	LCU678420	111
876	2022-08-18	2022-08-20	NAW526772	201
877	2022-08-18	2022-08-19	ARB545678	404
878	2022-08-18	2022-08-19	DRW790804	320
879	2022-08-18	2022-08-19	SAK715848	214
880	2022-08-19	2022-08-20	EME929646	301
881	2022-08-19	2022-08-20	AGU366016	211
882	2022-08-19	2022-08-20	SLW685781	407
883	2022-08-19	2022-08-20	ERB839857	412
884	2022-08-19	2022-08-20	HNM211767	413
885	2022-08-19	2022-08-20	EFM850438	218
886	2022-08-19	2022-08-20	NMZ567271	316
887	2022-08-19	2022-08-20	OJW146495	213
888	2022-08-19	2022-08-20	GJG348490	313
889	2022-08-19	2022-08-20	RLK852394	416
890	2022-08-19	2022-08-20	NME348579	103
891	2022-08-19	2022-08-20	CWE936540	410
892	2022-08-19	2022-08-20	KBA610895	308
893	2022-08-19	2022-08-20	CRU699878	212
894	2022-08-19	2022-08-20	GNH651812	203
895	2022-08-19	2022-08-22	ANH308609	210
896	2022-08-19	2022-08-20	EKM402045	419
897	2022-08-19	2022-08-23	NTR753484	113
898	2022-08-19	2022-08-20	EKS474398	217
899	2022-08-19	2022-08-21	YDX698016	417
900	2022-08-19	2022-08-21	WFH560860	304
901	2022-08-19	2022-08-20	TTT120645	109
902	2022-08-19	2022-08-20	ICX612585	420
903	2022-08-20	2022-08-21	OWA866865	402
904	2022-08-20	2022-08-21	ARS765497	117
905	2022-08-20	2022-08-21	DND601846	406
906	2022-08-20	2022-08-21	ACW464933	305
907	2022-08-20	2022-08-21	ZOE487456	208
908	2022-08-23	2022-08-24	SOE850213	311
909	2022-08-22	2022-08-23	IWC228317	401
910	2022-08-21	2022-08-22	HKC495112	409
911	2022-08-21	2022-08-22	MOW573734	110
912	2022-08-21	2022-08-22	TWJ280267	114
913	2022-08-21	2022-08-22	CCE657591	414
914	2022-08-21	2022-08-23	EMC583136	119
915	2022-08-21	2022-08-23	ZCX143126	318
916	2022-08-21	2022-08-23	JRS460017	107
917	2022-08-21	2022-08-23	AMD206704	312
918	2022-08-21	2022-08-23	STF452258	203
919	2022-08-21	2022-08-22	BLP133931	208
920	2022-08-21	2022-08-22	ODM448499	317
921	2022-08-21	2022-08-22	SMK448208	311
922	2022-08-21	2022-08-22	OBH310812	404
923	2022-08-21	2022-08-22	JAF111211	212
924	2022-08-22	2022-08-23	WTD477822	412
925	2022-08-22	2022-08-23	NNB253694	417
926	2022-08-22	2022-08-23	JTJ540833	411
927	2022-08-22	2022-08-23	JAU314979	111
928	2022-08-22	2022-08-24	OGX774178	403
929	2022-08-22	2022-08-23	ZRD201664	201
930	2022-08-22	2022-08-23	STM421808	310
931	2022-08-22	2022-08-23	ISS721407	110
932	2022-08-22	2022-08-24	IRC248709	307
933	2022-08-22	2022-08-23	OZC559622	213
934	2022-08-23	2022-08-24	EYD791158	418
935	2022-08-23	2022-08-24	NKF274491	102
936	2022-08-23	2022-08-24	JTE467625	320
937	2022-08-23	2022-08-24	RLD637163	216
938	2022-08-23	2022-08-24	NCM689382	217
939	2022-08-23	2022-08-26	KLS689304	408
940	2022-08-23	2022-08-25	EKJ132667	301
941	2022-08-23	2022-08-26	TRW192264	114
942	2022-08-23	2022-08-24	RZK588366	101
943	2022-08-24	2022-08-25	EFM850438	308
944	2022-08-24	2022-08-25	YKE138172	413
945	2022-08-24	2022-08-25	RIG854360	406
946	2022-08-24	2022-08-25	MAM505460	117
947	2022-08-24	2022-08-27	LWM760764	104
948	2022-08-24	2022-08-25	LRS264199	505
949	2022-08-24	2022-08-25	BRU920481	210
950	2022-08-24	2022-08-25	DAS757969	303
951	2022-08-24	2022-08-29	KCE142262	112
952	2022-08-24	2022-08-25	REC657172	415
953	2022-08-25	2022-08-26	NBK531237	409
954	2022-08-25	2022-08-26	AZM745127	410
955	2022-08-25	2022-08-26	LCU678420	204
956	2022-08-25	2022-08-26	GBC806236	315
957	2022-08-25	2022-08-27	CTS964590	309
958	2022-08-25	2022-08-26	ARW221417	113
959	2022-08-25	2022-08-26	BRX296675	407
960	2022-08-25	2022-08-27	WGC657062	416
961	2022-08-25	2022-08-26	EAA964810	420
962	2022-08-26	2022-08-27	BLR832522	304
963	2022-08-26	2022-08-27	ZWB583579	211
964	2022-08-26	2022-08-27	LRH249243	207
965	2022-08-26	2022-08-27	URC730767	118
966	2022-08-26	2022-08-27	IGC681225	402
967	2022-08-26	2022-08-27	ACB892867	218
968	2022-08-26	2022-08-27	RMR532011	414
969	2022-08-26	2022-08-27	OTK325652	405
970	2022-08-26	2022-08-28	MCM127068	209
971	2022-08-26	2022-08-27	CMH328081	306
972	2022-08-26	2022-08-28	SMC138367	215
973	2022-08-26	2022-08-27	BKA599585	219
974	2022-08-26	2022-08-27	EEW569821	116
975	2022-08-26	2022-08-28	OLC411350	220
976	2022-08-26	2022-08-27	LNE835078	319
977	2022-08-26	2022-08-27	EKA102529	313
978	2022-08-26	2022-08-27	UJC323388	205
979	2022-08-26	2022-08-27	INR513643	316
980	2022-08-27	2022-08-28	KKA225760	314
981	2022-08-27	2022-08-28	DAE905064	206
982	2022-08-27	2022-08-30	AWC857314	302
983	2022-08-27	2022-08-28	DRT694737	305
984	2022-08-27	2022-08-28	MER148837	214
985	2022-08-27	2022-08-29	LRE534233	202
986	2022-08-27	2022-08-28	WOA600490	105
987	2022-08-27	2022-08-29	JOE181006	106
988	2022-08-27	2022-08-28	DKT219262	103
989	2022-08-27	2022-08-28	ARE827054	108
990	2022-08-28	2022-08-29	PMS940809	120
991	2022-08-28	2022-08-29	LMK150795	401
992	2022-08-28	2022-08-29	ACC616316	109
993	2022-08-28	2022-08-29	COR595349	115
994	2022-08-28	2022-08-30	OBH109787	419
995	2022-08-28	2022-08-31	DOD512683	409
996	2022-08-28	2022-08-29	CAK316672	504
997	2022-08-28	2022-08-29	KRD736739	416
998	2022-08-28	2022-08-29	SNC354207	118
999	2022-08-29	2022-08-30	LGE794849	311
1000	2022-08-29	2022-08-30	OYE669390	202
1001	2022-08-29	2022-08-30	CRG324398	320
1002	2022-08-29	2022-08-30	KIA596943	106
1003	2022-08-29	2022-08-30	ARC412835	208
1004	2022-08-29	2022-08-30	DAA377706	503
1005	2022-08-29	2022-08-30	RKJ710368	203
1006	2022-08-29	2022-08-30	RRB633560	217
1007	2022-08-29	2022-08-30	AAW596622	111
1008	2022-08-29	2022-08-31	ENC548039	105
1009	2022-08-29	2022-08-31	CNM331379	115
1010	2022-08-29	2022-08-30	GMU219892	312
1011	2022-08-30	2022-08-31	OZM653400	413
1012	2022-08-30	2022-08-31	OFW124955	510
1013	2022-08-30	2022-08-31	WYW987928	505
1014	2022-08-30	2022-08-31	EDA946558	218
1015	2022-08-30	2022-08-31	RRW210814	206
1016	2022-08-30	2022-09-01	TRD149814	417
1017	2022-08-30	2022-08-31	CKU965761	418
1018	2022-08-30	2022-08-31	JOE247555	406
1019	2022-08-31	2022-09-02	JRA585894	317
1020	2022-08-31	2022-09-01	ECH159752	411
1021	2022-08-31	2022-09-01	AIN410341	304
1022	2022-08-31	2022-09-01	ZAM643581	108
1023	2022-08-31	2022-09-03	ANJ474445	210
1024	2022-08-31	2022-09-02	DRX138985	306
1025	2022-08-31	2022-09-01	ALD140562	402
1026	2022-08-31	2022-09-01	SOM831460	410
1027	2022-08-31	2022-09-04	PNS219227	501
1028	2022-08-31	2022-09-01	NZH105913	204
1029	2022-08-31	2022-09-01	ROK348269	209
1030	2022-08-31	2022-09-01	LRE374319	103
